Filename                                                                                                   Regions    Missed Regions     Cover   Functions  Missed Functions  Executed       Lines      Missed Lines     Cover    Branches   Missed Branches     Cover
Sources/PrivarionGUI/Presentation/Views/AdvancedPreferencesView.swift                                          193               193     0.00%          94                94     0.00%        1058              1058     0.00%           0                 0         -
Sources/PrivarionGUI/Presentation/Views/AnalyticsView.swift                                                    165               165     0.00%         118               118     0.00%        1636              1636     0.00%           0                 0         -
Sources/PrivarionGUI/Presentation/Views/CommandPaletteView.swift                                                39                39     0.00%          20                20     0.00%         283               283     0.00%           0                 0         -
Sources/PrivarionGUI/Presentation/Views/Components/SearchFiltersView.swift                                      98                98     0.00%          65                65     0.00%         583               583     0.00%           0                 0         -
Sources/PrivarionGUI/Presentation/Views/Components/SearchableView.swift                                         70                70     0.00%          44                44     0.00%         501               501     0.00%           0                 0         -
Sources/PrivarionGUI/Presentation/Views/ContentView.swift                                                       73                73     0.00%          49                49     0.00%         749               749     0.00%           0                 0         -
Sources/PrivarionGUI/Presentation/Views/DashboardView.swift                                                     78                78     0.00%          61                61     0.00%        1004              1004     0.00%           0                 0         -
Sources/PrivarionGUI/Presentation/Views/ErrorViews.swift                                                        93                93     0.00%          45                45     0.00%         553               553     0.00%           0                 0         -
Sources/PrivarionGUI/Presentation/Views/MacAddressView.swift                                                   138               138     0.00%          73                73     0.00%        1034              1034     0.00%           0                 0         -
Sources/PrivarionGUI/Presentation/Views/NavigationBarView.swift                                                 25                25     0.00%          20                20     0.00%         307               307     0.00%           0                 0         -
Sources/PrivarionGUI/Presentation/Views/NetworkFilteringView.swift                                             128               128     0.00%          95                95     0.00%        1387              1387     0.00%           0                 0         -
Sources/PrivarionGUI/Presentation/Views/SecondaryViews.swift                                                   208               208     0.00%         150               150     0.00%        1818              1818     0.00%           0                 0         -
Sources/PrivarionGUI/Presentation/Views/ShortcutSettingsView.swift                                              47                47     0.00%          35                35     0.00%         391               391     0.00%           0                 0         -
Sources/PrivarionGUI/PrivarionGUIApp.swift                                                                      26                26     0.00%          26                26     0.00%         363               363     0.00%           0                 0         -
Tests/PrivacyCtlTests/PrivacyCtlTests.swift                                                                     54                 4    92.59%          44                 4    90.91%         155                 8    94.84%           0                 0         -
Tests/PrivarionCoreTests/AsyncCompatibilityMacRepositoryTests.swift                                             39                 6    84.62%          17                 5    70.59%          86                 7    91.86%           0                 0         -
Tests/PrivarionCoreTests/DebugMacRepositoryTest.swift                                                            4                 0   100.00%           2                 0   100.00%          28                 0   100.00%           0                 0         -
Tests/PrivarionCoreTests/HardwareIdentifierEngineTests.swift                                                   176                53    69.89%         156                53    66.03%         498                53    89.36%           0                 0         -
Tests/PrivarionCoreTests/IdentityBackupManagerTests.swift                                                      151                 7    95.36%          77                 3    96.10%         392                 8    97.96%           0                 0         -
Tests/PrivarionCoreTests/IdentitySpoofingManagerTests.swift                                                    127                32    74.80%         110                28    74.55%         354                38    89.27%           0                 0         -
Tests/PrivarionCoreTests/IsolatedMacRepositoryTest.swift                                                        16                 3    81.25%          12                 2    83.33%          43                 3    93.02%           0                 0         -
Tests/PrivarionCoreTests/MacAddressRepositoryTests.swift                                                       207               189     8.70%         123               114     7.32%         894               459    48.66%           0                 0         -
Tests/PrivarionCoreTests/MacAddressRepositoryWorkingTests.swift                                                 47                13    72.34%          30                11    63.33%         106                13    87.74%           0                 0         -
Tests/PrivarionCoreTests/MacAddressSpoofingManagerTests.swift                                                  185                22    88.11%         101                 2    98.02%         447                33    92.62%           0                 0         -
Tests/PrivarionCoreTests/MinimalMacRepositoryTest.swift                                                         21                 1    95.24%           9                 0   100.00%         104                 3    97.12%           0                 0         -
Tests/PrivarionCoreTests/MockConfigurationManager.swift                                                          2                 2     0.00%           2                 2     0.00%           6                 6     0.00%           0                 0         -
Tests/PrivarionCoreTests/PerformanceBenchmarkTests.swift                                                       124                35    71.77%          94                27    71.28%         407                65    84.03%           0                 0         -
Tests/PrivarionCoreTests/PrivarionCoreTests.swift                                                               69                 3    95.65%          54                 0   100.00%         224                 6    97.32%           0                 0         -
Tests/PrivarionCoreTests/RepositoryInitTest.swift                                                               13                 2    84.62%           5                 0   100.00%          50                 2    96.00%           0                 0         -
Tests/PrivarionCoreTests/SimpleAsyncTest.swift                                                                   8                 1    87.50%           2                 0   100.00%          45                 3    93.33%           0                 0         -
Tests/PrivarionCoreTests/SimpleMacRepositoryTest.swift                                                          17                 4    76.47%          11                 4    63.64%          45                 4    91.11%           0                 0         -
Tests/PrivarionCoreTests/SynchronousMacRepositoryTests.swift                                                    33                 9    72.73%          22                 7    68.18%         103                10    90.29%           0                 0         -
Tests/PrivarionGUITests/MacAddressStateTests.swift                                                              38                 0   100.00%          34                 0   100.00%         122                 0   100.00%           0                 0         -
Tests/PrivarionGUITests/PrivarionGUITests.swift                                                                128                23    82.03%         118                19    83.90%         420                89    78.81%           0                 0         -
Tests/PrivarionHookTests/PrivarionHookTests.swift                                                              169                37    78.11%         120                33    72.50%         456                41    91.01%           0                 0         -
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
TOTAL                                                                                                         9916              7507    24.29%        5100              3543    30.53%       35488             26840    24.37%           0                 0         -
